location,roadSize,bedrooms,bathrooms,landarea,price,builtOn
"Kapan, Kathmandu",13 Feet,6,3,5.3 Anna,Rs. 3.25 Cr,2063 B.S
"Imadol, Lalitpur",20 Feet,5,4,3.2 Anna,Rs. 2.7 Cr,2076 B.S
"Imadol, Lalitpur",13 Feet,4,4,3.3 Anna,Rs. 2.85 Cr,2065 B.S
"Imadol, Lalitpur",13 Feet,6,5,4.2 Anna,Rs. 2.5 Cr,2050 B.S
"Danchhi, Kathmandu",10-24 Feet,4,3,3.0 Anna,Rs. 1.5 Cr,2075 B.S
"Imadol, Lalitpur",13 Feet,5,3,3.0 Anna,Rs. 2.75 Cr,2074 B.S
"Bhaisepati, Lalitpur",12-15 Feet,8,8,4.0 Anna,Rs. 6.75 Cr,2076 B.S
"Bhangal , Kathmandu",13 Feet,5,4,3.3 Anna,Rs. 2.9 Cr,2073 B.S
"Sundar basti, Kathmandu",20 Feet,5,3,4.0 Anna,Rs. 2.98 Cr,2073 B.S
"Jhaukhel, Bhaktapur",10 Feet,2,2,4.1 Anna,Rs. 1.4 Cr,2077 B.S
"Bhaisepati, Lalitpur",12-15 Feet,4,5,3.3 Anna,Rs. 3.8 Cr,2070 B.S
"Budhanilkantha, Kathmandu",10-12 Feet,8,8,4.0 Anna,Rs. 6.75 Cr,2074 B.S
"Budhanilkantha, Kathmandu",10-15 Feet,4,4,9.5 Anna,Rs. 6.5 Cr,2069 B.S
"Bhaisepati, Lalitpur",16 Feet,5,4,4.3 Anna,Rs. 1 Lac,2073 B.S
"Matatirtha, Kathmandu",13 Feet,3,2,4.0 Anna,Rs. 1.8 Cr,2067 B.S
"Imadol, Lalitpur",13 Feet,4,4,3.2 Anna,Rs. 2.75 Cr,2065 B.S
"Imadol, Lalitpur",8-12 Feet,8,4,2.2 Anna,Rs. 2.35 Cr,2075 B.S
"Imadol, Lalitpur",8-10 Feet,5,4,3.0 Anna,Rs. 2.75 Cr,2075 B.S
"Imadol, Lalitpur",13 Feet,5,4,3.1 Anna,Rs. 2.6 Cr,2064 B.S
"Kirtipur, Kathmandu",10 Feet,7,4,3.0 Anna,Rs. 2.45 Cr,2065 B.S
"Kageshwori, Kathmandu",13 Feet,5,3,3.0 Anna,Rs. 2.55 Cr,2076 B.S
"Chandragiri, Kathmandu",13 Feet,4,3,4.0 Anna,Rs. 2.25 Cr,2076 B.S
"Chandragiri, Kathmandu",12 Feet,6,3,3.0 Anna,Rs. 1.31 Cr,2056 B.S
"Nayapati, Kathmandu",20 Feet,4,6,4.0 Anna,Rs. 3.3 Cr,2060 B.S
"Thaiba, Lalitpur",13 Feet,5,4,3.1 Anna,Rs. 2.2 Cr,2060 B.S
"Imadol, Lalitpur",13 Feet,4,5,3.1 Anna,Rs. 2.35 Cr,2060 B.S
"Imadol, Lalitpur",13 Feet,4,4,2.3 kattha,Rs. 2.1 Cr,2065 B.S
"Imadol, Lalitpur",13 Feet,6,4,4.0 Anna,Rs. 4.25 Cr,2073 B.S
"Chandragiri, Kathmandu",10 Feet,5,3,3.0 Anna,Rs. 1.9 Cr,2060 B.S
"Tokha, Kathmandu",10 Feet,5,5,3.3 Anna,Rs. 2.3 Cr,2076 B.S
"Budhanilkantha, Kathmandu",15 Feet,6,6,5.0 Anna,Rs. 4 Cr,2060 B.S
"Thulo bharyang, Kathmandu",13 Feet,4,3,3.0 Anna,Rs. 3 Cr,2074 B.S
"Bhaisepati, Lalitpur",12-15 Feet,3,4,4.2 Anna,Rs. 5.5 Cr,2070 B.S
"Chappal karkh, Kathmandu",14 Feet,4,4,10.0 Anna,Rs. 6.2 Cr,2074 B.S
"Budhanilkantha, Kathmandu",15 Feet,6,6,5.0 Anna,Rs. 4 Cr,2075 B.S
"Budhanilkantha, Kathmandu",14 Feet,5,3,5.1 Anna,Rs. 3.8 Cr,2076 B.S
"Nakhipot, Lalitpur",20 Feet,9,7,3.2 Anna,Rs. 2.55 Cr,2070 B.S
"Imadol, Lalitpur",13 Feet,6,2,2.3 Anna,Rs. 2.1 Cr,2060 B.S
"Dhobighat, Lalitpur",12 Feet,5,4,9.0 Anna,Rs. 7.65 Cr,2069 B.S
"Budhanilkantha, Kathmandu",12 Feet,6,4,2.0 Anna,Rs. 2.5 Cr,2076 B.S
"Gairi Gaun, Kathmandu",10 Feet,6,4,3.1 Anna,Rs. 2.5 Cr,2070 B.S
"Ichangu Narayan, Kathmandu",13 Feet,6,3,2.3 Anna,Rs. 2.5 Cr,2070 B.S
"Gongabu, Kathmandu",13 Feet,5,6,3.0 Anna,Rs. 2.9 Cr,2070 B.S
"Bhaisepati, Lalitpur",15 Feet,5,4,3.3 Anna,Rs. 3.1 Cr,2076 B.S
"Sukedhara, Kathmandu",12-15 Feet,4,4,6.0 Anna,Rs. 3.98 Cr,2074 B.S
"Budhanilkantha, Kathmandu",18 Feet,5,4,9.0 Anna,Rs. 4.5 Cr,2060 B.S
"Goldhunga, Kathmandu",13 Feet,5,5,2.2 Anna,Rs. 1.5 Cr,2060 B.S
"Thapathali, Kathmandu",13 Feet,4,3,11.0 Anna,Rs. 11 Cr,2076 B.S
"Bhaisepati, Lalitpur",16 Feet,5,4,5.2 Anna,Rs. 5.5 Cr,2060 B.S
"Bhaisepati, Lalitpur",13  Feet,4,4,3.3 Anna,Rs. 3.25 Cr,2076 B.S
"Imadol, Lalitpur",10-15 Feet,4,3,7.0 Anna,Rs. 3.6 Cr,2076 B.S
"Lolang, Kathmandu",10 Feet,8,4,4.3 Anna,Rs. 2.5 Cr,2057 B.S
"Lainchaur, Kathmandu",10 Feet,17,10,5.0 Anna,Rs. 4.3 Cr,2060 B.S
"Balkot, Bhaktapur",13 Feet,4,3,5.0 Anna,Rs. 2.95 Cr,2067 B.S
"Thado Dhunga, Lalitpur",20 Feet,5,4,9.0 Anna,Rs. 7.75 Cr,2067 B.S
"Sunakothi, Lalitpur",20 Feet,3,3,6.0 Anna,Rs. 4.25 Cr,2076 B.S
"Bhaisepati, Lalitpur",22 Feet,5,4,3.3 Anna,Rs. 3.5 Cr,2062 B.S
"Bagdol, Lalitpur",20 Feet,7,4,5.3 Anna,Rs. 5.4 Cr,2062 B.S
"Budhanilkantha, Kathmandu",15 Feet,5,6,5.0 Anna,Rs. 4.5 Cr,2065 B.S
"Budhanilkantha, Kathmandu",14 Feet,5,3,5.1 Anna,Rs. 3.8 Cr,2068 B.S
"Bhangal , Kathmandu",13 Feet,4,3,3.3 Anna,Rs. 2.95 Cr,2076 B.S
"Baluwakhani, Kathmandu",13 Feet,6,5,4.0 Anna,Rs. 3.45 Cr,2076 B.S
"Kapan, Kathmandu",13 Feet,4,3,3.1 Anna,Rs. 2.85 Cr,2076 B.S
"Katunje, Bhaktapur",20 Feet,6,4,3.0 Anna,Rs. 2.05 Cr,2076 B.S
"Rudreshwor, Kathmandu",13 Feet,4,5,5.1 Anna,Rs. 5 Cr,2077 B.S
"Golfutar, Kathmandu",16 Feet,5,5,3.2 Anna,Rs. 2.9 Cr,2077 B.S
"Dhapakhel, Lalitpur",12-15 Feet,3,3,3.2 Anna,Rs. 2.9 Cr,2070 B.S
"Bhaisepati, Lalitpur",15 Feet,4,5,4.2 Anna,Rs. 3.1 Cr,2075 B.S
"Bauthali, Kathmandu",12 Feet,6,5,4.1 Anna,Rs. 2.5 Cr,2062 B.S
"Raniban, Kathmandu",14 Feet,6,5,3.5 Anna,Rs. 3.1 Cr,2068 B.S
"Goldhunga, Kathmandu",12 Feet,4,3,3 Anna,Rs. 2.95 Cr,2076 B.S
"Tikathali, Lalitpur",13 Feet,5,5,3.2 Anna,Rs. 2.95 Cr,2076 B.S
"Kalopul, Kathmandu",4 Feet,2,2,4.2 Anna,Rs. 3 Cr,2070 B.S
"Bhaisepati, Lalitpur",16 Feet,3,3,5.3 Anna,Rs. 6.25 Cr,2074 B.S
"Nakkhu, Lalitpur",13 Feet,4,4,5.0 Anna,Rs. 3.9 Cr,2076 B.S
"Baneshwor, Kathmandu",13 Feet,5,3,12.0 Anna,Rs. 10 Cr,2070 B.S
"Sitapaila, Kathmandu",13 Feet,5,4,4.0 Anna,Rs. 3.1 Cr,2077 B.S
"Nakhudole, Lalitpur",20 Feet,3,2,4.0 Anna,Rs. 2.9 Cr,2070 B.S
"Imadol, Lalitpur",13 Feet,4,5,3.1 Anna,Rs. 2.6 Cr,2069 B.S
"Bhaisepati, Lalitpur",13 Feet,5,5,4.0 Anna,Rs. 4.1 Cr,2075 B.S
"Mandikatar, Kathmandu",14 Feet,5,5,5.0 Anna,Rs. 4.45 Cr,2062 B.S
"Jyotinagar, Kathmandu",13 Feet,6,5,3.5 Anna,Rs. 3.15 Cr,2062 B.S
"Budhanilkantha, Kathmandu",13 Feet,5,4,4.3 Anna,Rs. 4 Cr,2065 B.S
"Naya Bazar, Kathmandu",20 Feet,8,6,6.1 Anna,Rs. 5 Cr,2076 B.S
"Chandragiri, Kathmandu",8-10 Feet,6,4,3.0 Anna,Rs. 1.75 Cr,2063 B.S
"Bhaisepati, Lalitpur",13 Feet,4,4,3.3 Anna,Rs. 3.25 Cr,2062 B.S
"High Vision Colony, Kathmandu",10 Feet,4,4,3.5 Anna,Rs. 2.6 Cr,2065 B.S
"Imadol, Lalitpur",13 Feet,7,3,12.0 Anna,Rs. 6.5 Cr,2076 B.S
"Bhaisepati, Lalitpur",12-15 Feet,3,4,4.2 Anna,Rs. 3.85 Cr,2076 B.S
"Sitapaila, Kathmandu",13 Feet,4,3,7.0 Anna,Rs. 3.75 Cr,2076 B.S
"Naya Basti, Kathmandu",10-12 Feet,4,2,5.0 Anna,Rs. 2.35 Cr,2070 B.S
"Budhanilkantha, Kathmandu",15-24 Feet,7,8,7.5 Anna,Rs. 5.5 Cr,2074 B.S
"Budhanilkantha, Kathmandu",13-24 Feet,7,5,7.1 Anna,Rs. 5.35 Cr,2070 B.S
"Kupandole, Lalitpur",22 Feet,10,10,5.0 Anna,Rs. 14 Cr,2076 B.S
"Bhaisepati, Lalitpur",12-15 Feet,5,6,4.0 Anna,Rs. 5 Cr,2069 B.S
"Kusunti, Lalitpur",26 Feet,4,4,12.0 Anna,Rs. 11.5 Cr,2075 B.S
"Bhaisepati, Lalitpur",22 Feet,5,4,3.3 Anna,Rs. 3.5 Cr,2071 B.S
"Kupandole, Lalitpur",22 Feet,8,5,5.0 Anna,Rs. 4.8 Cr,2076 B.S
"Syuchatar, Kathmandu",13 Feet,6,3,5.2 Anna,Rs. 3.25 Cr,2077 B.S
"Bhaisepati, Lalitpur",13-20 Feet,6,4,14.0 Anna,Rs. 17 Cr,2076 B.S
"Puti, Kavrepalanchok",20 Feet,4,4,4.1 Anna,Rs. 1.95 Cr,2050 B.S
"Sunakothi, Lalitpur",20 Feet,5,4,4.1 Anna,Rs. 3.5 Cr,2049 B.S
"Bhaisepati, Lalitpur",20 Feet,4,5,5.0 Anna,Rs. 4.1 Cr,2077 B.S
"Gah Pokhari, Kathmandu",11 Feet,6,5,6.3 Anna,Rs. 7 Cr,2075 B.S
"Hattiban, Lalitpur",32 Feet,4,4,8.0 Anna,Rs. 8.5 Cr,2063 B.S
"Tahachal, Kathmandu",13 Feet,10,8,10.2 Anna,Rs. 19 Cr,2076 B.S
"Bistachhap, Lalitpur",20 Feet,4,3,9.2 Anna,Rs. 2.2 Cr,2058 B.S
"Bhimsengola, Kathmandu",20 Feet,5,4,9.0 Anna,Rs. 10.2 Cr,2066 B.S
"Battisputali, Kathmandu",13 Feet,5,4,10.0 Anna,Rs. 9.5 Cr,2065 B.S
"Sundar basti, Kathmandu",13 Feet,5,3,5.0 Anna,Rs. 3.9 Cr,2063 B.S
"Besigaun, Kathmandu",13 Feet,6,3,3.1 Anna,Rs. 2.7 Cr,2076 B.S
"Gorkarneshwor, Kathmandu",13 Feet,2,1,3.0 Anna,Rs. 1.3 Cr,2065 B.S
"Kusunti, Lalitpur",13 Feet,4,3,5.5 Anna,Rs. 4.05 Cr,2050 B.S
"Khusibu, Kathmandu",26 Feet,6,4,2.2 Anna,Rs. 3.25 Cr,2077 B.S
"Budhanilkantha, Kathmandu",13 Feet,6,4,6.0 Anna,Rs. 3.3 Cr,2075 B.S
"Budhanilkantha, Kathmandu",15 Feet,6,6,6.2 Anna,Rs. 6.25 Cr,2074 B.S
"Baniyatar, Kathmandu",10 Feet,4,3,3.0 Anna,Rs. 2.05 Cr,2077 B.S
"Bansbari, Kathmandu",13 Feet,4,4,7.0 Anna,Rs. 5 Cr,2076 B.S
"Imadol, Lalitpur",13 Feet,5,3,3.3 Anna,Rs. 2.6 Cr,2070 B.S
"Imadol, Lalitpur",13 Feet,3,4,3.1 Anna,Rs. 2.35 Cr,2076 B.S
"Satdobato, Lalitpur",10 Feet,12,4,9.1 Anna,Rs. 7 Cr,2073 B.S
"Budhanilkantha, Kathmandu",17 Feet,6,5,17.0 Anna,Rs. 9.5 Cr,2073 B.S
"Gaushala, Kathmandu",13 Feet,11,2,4.0 Anna,Rs. 3.25 Cr,2072 B.S
"Bhimsengola, Kathmandu",10-26 Feet,6,4,6.0 Anna,Rs. 7.35 Cr,2076 B.S
"Goldhunga, Kathmandu",20 Feet,4,4,4.0 Anna,Rs. 3.2 Cr,2073 B.S
"Dhumbarahi, Kathmandu",20 Feet,5,5,3.5 Anna,Rs. 2.5 Cr,2072 B.S
"Budhanilkantha, Kathmandu",15 Feet,5,5,18.0 Anna,Rs. 12.5 Cr,2073 B.S
"Ganesh Chowk, Kathmandu",14 Feet,5,5,3.5 Anna,Rs. 3.25 Cr,2076 B.S
"Samakhusi, Kathmandu",20 Feet,12,5,16.0 Anna,Rs. 16 Cr,2073 B.S
"Ranibari, Kathmandu",20 Feet,7,4,16.0 Anna,Rs. 13 Cr,2074 B.S
"Nagarjun, Kathmandu",16 Feet,4,3,3.1 Anna,Rs. 2.5 Cr,2074 B.S
"Pepsicola, Kathmandu",20 Feet,5,2,2.3 Anna,Rs. 2.9 Cr,2060 B.S
"Sanepa, Lalitpur",18 Feet,5,5,16.0 Anna,Rs. 19 Cr,2070 B.S
"Kathmandu, Budhanilkantha",13 Feet,5,4,5.2 Anna,Rs. 4.1 Cr,2064 B.S
"Sukedhara, Kathmandu",12-18 Feet,4,3,7.0 Anna,Rs. 4.5 Cr,2075 B.S
"Thaiba, Lalitpur",20 Feet,4,3,5.2 Anna,Rs. 5 Cr,2075 B.S
"Katunje, Bhaktapur",14-20 Feet,6,4,11.0 Anna,Rs. 9.5 Cr,2075 B.S
"Dhapasi, Kathmandu",12-18 Feet,3,4,6.1 Anna,Rs. 4.75 Cr,2075 B.S
"Basundhara, Kathmandu",20 Feet,7,6,6.3 Anna,Rs. 8.75 Cr,2072 B.S
"Bhaisepati, Lalitpur",10 Feet,8,4,5.0 Anna,Rs. 3.5 Cr,2058 B.S
"Narayantar, Kathmandu",12 Feet,8,4,8.1 Anna,Rs. 5.35 Cr,2068 B.S
"Sukedhara, Kathmandu",14 Feet,6,4,4.0 Anna,Rs. 3.9 Cr,2074 B.S
"Ranibari, Kathmandu",22 Feet,6,3,4.0 Anna,Rs. 3.5 Cr,2072 B.S
"Baluwakhani, Kathmandu",13 Feet,3,4,4.0 Anna,Rs. 3.15 Cr,2070 B.S
"Kapan, Kathmandu",13 Feet,6,4,3.3 Anna,Rs. 2.65 Cr,2076 B.S
"Sukedhara, Kathmandu",14 Feet,6,3,5.0 Anna,Rs. 3.5 Cr,2074 B.S
"Narayanthan , Kathmandu",15 Feet,4,5,11.0 Anna,Rs. 5.5 Cr,2070 B.S
"Rudreshwor, Kathmandu",13 Feet,5,6,5.1 Anna,Rs. 4.9 Cr,2072 B.S
"Bafal, Kathmandu",13 Feet,7,4,4.0 Anna,Rs. 2.85 Cr,2072 B.S
"28 Kilo, Kavrepalanchok",13 Feet,4,4,2.3 Anna,Rs. 85 Lac,2064 B.S
"Ichangu Narayan, Kathmandu",9 Feet,4,4,2.2 Anna,Rs. 2.15 Cr,2076 B.S
"Basanti Chowk, Kathmandu",10 Feet,4,4,3.0 Anna,Rs. 2.2 Cr,2065 B.S
"Tindhara, Kathmandu",26 Feet,6,5,3.0 Anna,Rs. 2.2 Cr,2070 B.S
"Buddha Chowk, Kathmandu",10 Feet,4,5,3.0 Anna,Rs. 2.4 Cr,2065 B.S
"Bansbari, Kathmandu",12-18 Feet,6,3,12.0 Anna,Rs. 8.8 Cr,2069 B.S
"Hattigaunda, Kathmandu",13 Feet,4,3,6.2 Anna,Rs. 3.65 Cr,2070 B.S
"Dhapakhel, Lalitpur",13 Feet,6,4,3.3 Anna,Rs. 2.7 Cr,2065 B.S
"Dholahiti, Lalitpur",12-15 Feet,5,4,4.0 Anna,Rs. 3.3 Cr,2069 B.S
"Gwarko, Lalitpur",13 Feet,5,4,3.1 Anna,Rs. 2.7 Cr,2079 B.S
"Bhaisepati, Lalitpur",13-15 Feet,4,4,4.0 Anna,Rs. 4.65 Cr,2076 B.S
"Matatirtha, Kathmandu",26 Feet,3,3,5.1 Anna,Rs. 2 Cr,2073 B.S
"Imadol, Lalitpur",20 Feet,5,2,7.0 Anna,Rs. 3.6 Cr,2070 B.S
"Sitapaila, Kathmandu",10 Feet,5,4,4.0 Anna,Rs. 2.7 Cr,2072 B.S
"Bhaisepati, Lalitpur",12 Feet,5,4,3.0 Anna,Rs. 3 Cr,2072 B.S
"Bhaisepati, Lalitpur",20 Feet,5,4,5.0 Anna,Rs. 5.1 Cr,2079 B.S
"Kapan, Kathmandu",13 Feet,6,3,4.1 Anna,Rs. 2.98 Cr,2055 B.S
"Mahalaxmisthan, Lalitpur",12 Feet,7,4,1.3 Anna,Rs. 13 Cr,2072 B.S
"Budhanilkantha, Kathmandu",12-18 Feet,5,3,8.3 Anna,Rs. 4.8 Cr,2069 B.S
"Bhaisepati, Lalitpur",20 Feet,6,5,18.0 Anna,Rs. 21 Cr,2069 B.S
"Imadol, Lalitpur",13 Feet,5,3,3.0 Anna,Rs. 2.35 Cr,2079 B.S
"Satdobato, Lalitpur",13 Feet,13,9,10.0 Anna,Rs. 7 Cr,2076 B.S
"Syuchatar, Kathmandu",13 Feet,6,2,3.2 Anna,Rs. 2.5 Cr,2072 B.S
"Budhanilkantha, Kathmandu",13 Feet,5,4,18.0 Anna,Rs. 11.5 Cr,2072 B.S
"Bafal, Kathmandu",12-15 Feet,5,4,4.0 Anna,Rs. 2.85 Cr,2079 B.S
"Sitapaila, Kathmandu",16 Feet,4,3,4.1 Anna,Rs. 2.75 Cr,2060 B.S
"Sitapaila, Kathmandu",16 Feet,4,3,4.2 Anna,Rs. 2.95 Cr,2072 B.S
"Kalyanpur, Chitwan",20 Feet,5,4,0.14 kattha,Rs. 1.4 Cr,2076 B.S
"Purano Naikap, Kathmandu",13 Feet,7,5,6.2 Anna,Rs. 4.8 Cr,2073 B.S
"Battisputali, Kathmandu",20 Feet,7,4,3.5 Anna,Rs. 3.2 Cr,2076 B.S
"Sitapaila, Kathmandu",13 Feet,5,5,5.0 Anna,Rs. 3.15 Cr,2069 B.S
"Tilganga, Kathmandu",20 Feet,21,21,2.2 Anna,Rs. 6.15 Cr,2078 B.S
"Thulo bharyang, Kathmandu",10 Feet,3,1,2.2 Anna,Rs. 1.5 Cr,2076 B.S
"Jorpati, Kathmandu",10 Feet,5,3,3.2 Anna,Rs. 2.3 Cr,2061 B.S
"Nil Barahi Mandir, Bhaktapur",20 Feet,4,2,3.1 Anna,Rs. 2 Cr,2069 B.S
"Balaju, Kathmandu",10 Feet,6,3,9.1 Anna,Rs. 5.75 Cr,2071 B.S
"Naikap, Kathmandu",10 Feet,4,2,3.1 Anna,Rs. 2 Cr,2073 B.S
"Machhapokhari, Kathmandu",10 Feet,4,4,4.0 Anna,Rs. 3 Cr,2076 B.S
"Rai Chowk, Kathmandu",13 Feet,6,3,3.2 kattha,Rs. 3 Cr,2069 B.S
"Gothatar, Kathmandu",10 Feet,6,4,3.2 Anna,Rs. 2.68 Cr,2070 B.S
"Dhapakhel, Lalitpur",20 Feet,6,4,4.0  Anna,Rs. 3 Cr,2079 B.S
"Kageshwari Manohara, Kathmandu",20 Feet,6,5,3.2 Anna,Rs. 3.1 Cr,2072 B.S
"Bishalnagar, Kathmandu",14 Feet,4,4,10.0 kattha,Rs. 13 Cr,2058 B.S
"Simaltar, Kathmandu",20 Feet,9,10,14.0 Anna,Rs. 9.5 Cr,2072 B.S
"Sunakothi, Lalitpur",12-18 Feet,3,3,6.0 Anna,Rs. 4.25 Cr,2069 B.S
"Pepsicola, Kathmandu",36 Feet,3,5,4.2 Anna,Rs. 5 Cr,2069 B.S
"Budhanilkantha, Kathmandu",13 Feet,13,5,8.0 Anna,Rs. 5.35 Cr,2079 B.S
"Satdobato, Lalitpur",13 Feet,4,3,3.0 Anna,Rs. 2.6 Cr,2079 B.S
"Bafal, Kathmandu",13 Feet,5,3,3.1 Anna,Rs. 2.4 Cr,2076 B.S
"Maharajgunj, Kathmandu",12 Feet,2,2,3.7 Anna,Rs. 3 Cr,2073 B.S
"Bhaisepati, Lalitpur",12-20 Feet,4,5,5.0 Anna,Rs. 5.5 Cr,2076 B.S
"Budhanilkantha, Kathmandu",15 Feet,9,6,7.0 Anna,Rs.4.65 Cr,2072 B.S
"Budhanilkantha, Kathmandu",15 Feet,4,5,4.0 Anna,Rs. 3.6 Cr,2072 B.S
"Mmaiju, Kathmandu",12 Feet,6,4,4.0 Anna,Rs. 2.75 Cr,2072 B.S
"Dhapasi, Kathmandu",18 Feet,6,5,5.0 Anna,Rs. 4.25 Cr,2079 B.S
"Balkumari, Lalitpur",36 Feet,16,4,4.2 Anna,Rs. 4.25 Cr,2060 B.S
"Maharajgunj, Kathmandu",16 Feet,5,4,4.0 Anna,Rs. 4.50 Cr,2072 B.S
"Kadaghari, Kathmandu",13 Feet,6,3,3.2 Anna,Rs. 2.7 Cr,2072 B.S
"Dhapasi, Kathmandu",16 Feet,4,4,3.2 Anna,Rs. 2.85 Cr,2076 B.S
"Lolang, Kathmandu",12 Feet,4,4,3.0 Anna,Rs. 3.55 Cr,2073 B.S
"Tokha, Kathmandu",13 Feet,4,4,4.2 Anna,Rs. 2.9 Cr,2076 B.S
"Nakhipot, Lalitpur",20 Feet,5,4,4.2 Anna,Rs. 3.2 Cr,2072 B.S
"Goldhunga, Kathmandu",20 Feet,4,4,4.2 Anna,Rs. 3 Cr,2072 B.S
"Budhanilkantha, Kathmandu",20 Feet,5,5,8.1 Anna,Rs. 7.75 Cr,2075 B.S
"Rudreshwor, Kathmandu",16 Feet,4,5,5.1 Anna,Rs. 5 Cr,2070 B.S
"Imadol, Lalitpur",13 Feet,2,1,3.0 Anna,Rs. 1.65 Cr,2070 B.S
"Chamati, Kathmandu",26 Feet,15,8,9.0 Anna,Rs. 14 Cr,2072 B.S
"Nakhipot, Lalitpur",13 Feet,4,4,3.0 Anna,Rs. 2.4 Cr,2058 B.S
"Chapali, Kathmandu",13 Feet,5,3,3.3 Anna,Rs. 2.8 Cr,2070 B.S
"Phulbari Colony, Kathmandu",20 Feet,6,5,10.0 Anna,Rs. 9.2 Cr,2070 B.S
"Jarankhu, Kathmandu",13 Feet,7,4,4.0 Anna,Rs. 3.5 Cr,2058 B.S
"Koteshwor, Kathmandu",26 Feet,6,4,3 Anna,Rs. 2.75 Cr,2078 B.S
"Charkhal, Kathmandu",13 Feet,8,6,4.0 Anna,Rs. 2.85 Cr,2076 B.S
"Hattigaunda, Kathmandu",14 Feet,7,7,6.1 Anna,Rs. 3.65 Cr,2073 B.S
"Hattigaunda, Kathmandu",15 Feet,6,5,5.0 Anna,Rs. 4.5 Cr,2076 B.S
"Balkhu, Kathmandu",20 Feet,7,5,8.0 Anna,Rs. 7.2 Cr,2072 B.S
"Golfutar, Kathmandu",16 Feet,4,4,3.2 Anna,Rs. 2.5 Cr,2072 B.S
"Taukhel, Lalitpur",8 Feet,4,3,4.2 Anna,Rs. 3 Cr,2075 B.S
"Chhauni, Kathmandu",13 Feet,5,3,3.2 Anna,Rs. 2.6 Cr,2058 B.S
"Mandikhatar, Kathmandu",13 Feet,6,5,2.7 Anna,Rs. 1.85 Cr,2068 B.S
"Deuba Chowk, Kathmandu",13 Feet,5,4,4.3 Anna,Rs. 4.5 Cr,2079 B.S
"Hattigaunda, Kathmandu",13 Feet,6,4,5.0 Anna,Rs. 4.5 Cr,2072 B.S
"Nakkhu, Lalitpur",13 Feet,4,4,5.0 Anna,Rs. 3.95 Cr,2072 B.S
"Hepali Height, Kathmandu",20 Feet,3,3,4.2 Anna,Rs. 4.5 Cr,2075 B.S
"Bhadrabas, Kathmandu",20 Feet,2,1,3 Anna,Rs. 1.25 Cr,2058 B.S
"Dhapasi, Kathmandu",20 Feet,5,4,4.0 Anna,Rs. 4.1 Cr,2068 B.S
"Bhaisepati, Lalitpur",13 Feet,4,4,3.3 Anna,Rs. 3.8 Cr,2070 B.S
"Dhapasi, Kathmandu",13 Feet,6,4,4.0 Anna,Rs. 3.75 Cr,2058 B.S
"Hattigaunda, Kathmandu",14 Feet,6,7,6.2 Anna,Rs. 6.5 Cr,2075 B.S
"Hattiban, Lalitpur",20 Feet,4,5,8.0 Anna,Rs. 9 Cr,2070 B.S
"Balkhu, Lalitpur",20 Feet,3,3,2.3 Anna,Rs. 2.49 Cr,2070 B.S
"Bhaisepati, Lalitpur",16 Feet,4,4,5.0 Anna,Rs. 4.5 Cr,2076 B.S
"Bhaktapur, Bhaktapur",12-16 Feet,3,2,3.2 Anna,Rs. 1.4 Cr,2072 B.S
"Rudreshwor, Kathmandu",13 Feet,5,5,6.0 Anna,Rs. 5.95 Cr,2076 B.S
"Jarankhu, Kathmandu",13 Feet,8,4,4.0 Anna,Rs. 3.5 Cr,2073 B.S
"Paiyuntar, Kathmandu",12 Feet,5,4,4.3 Anna,Rs. 3 Cr,2076 B.S
"Budhanilkantha, Kathmandu",15 Feet,4,5,5.1 Anna,Rs. 5 Cr,2072 B.S
"Ganesh Chowk, Kathmandu",13 Feet,5,4,5.2 Anna,Rs. 4.5 Cr,2072 B.S
"Hattiban, Lalitpur",20 Feet,4,4,4.2 Anna,Rs. 4.65 Cr,2072 B.S
"Kalimati, Kathmandu",20-26 Feet,6,4,10.0 Anna,Rs. 8.2 Cr,2068 B.S
"Budhanilkantha, Kathmandu",13 Feet,5,4,4.1 Anna,Rs. 2.98 Cr,2076 B.S
"Birtamode, Jhapa",14 Feet,4,4,0.11 kattha,Rs. 1.5 Cr,2076 B.S
"Thulo bharyang, Kathmandu",10-14 Feet,6,3,4.0 Anna,Rs. 2.9 Cr,2070 B.S
"Bansbari, Kathmandu",15 Feet,7,6,16.0 Anna,Rs. 9.6 Cr,2076 B.S
"Dhapasi, Kathmandu",13 Feet,4,3,4.0 Anna,Rs. 2.3 Cr,2072 B.S
"Bhadrabas, Kathmandu",20 Feet,2,2,4.0 Anna,Rs. 1.25 Cr,2072 B.S
"Bagdol, Lalitpur",16 Feet,7,4,6.0 Anna,Rs. 5.5 Cr,2076 B.S
"Dhapasi, Kathmandu",18 Feet,5,5,3.0 Anna,Rs. 12.5 Cr,2073 B.S
"Ganesh Chowk, Kathmandu",12 Feet,6,5,6.1 Anna,Rs. 6.75 Cr,2076 B.S
"Bhaisepati, Lalitpur",12-15 Feet,5,6,8.0 Anna,Rs. 15 Cr,2072 B.S
"Kapan, Kathmandu",13 Feet,6,5,5.0 Anna,Rs. 3.6 Cr,2072 B.S
"Siddhartha Colony, Kathmandu",20 Feet,6,6,3.0 Anna,Rs. 3.5 Cr,2072 B.S
"Narayanthan , Kathmandu",16 Feet,5,5,3.3 Anna,Rs. 4.25 Cr,2063 B.S
"Nakkhu, Lalitpur",13 Feet,4,4,5.2 Anna,Rs. 5.3 Cr,2070 B.S
